sequence_ID,bifurcation_points
268,1500
269,1500
270,1500
271,1500
272,1500
273,1500
274,1500
275,1500
276,1500
277,1500
278,1500
279,1500
280,1500
281,1500
282,1500
283,1500
284,1500
285,1500
286,1500
287,1500
288,1500
289,1500
290,1500
291,1500
292,1500
293,1500
294,1500
295,1500
296,1500
297,1500
298,1500
299,1500
300,1500
301,1500
302,1500
303,1500
304,1500
305,1500
306,1500
307,1500
308,1500
309,1500
310,1500
311,1500
312,1500
313,1500
314,1500
315,1500
316,1500
317,1500
318,1500
319,1500
320,1500
321,1500
322,1500
323,1500
324,1500
325,1500
326,1500
327,1500
328,1500
329,1500
330,1500
331,1500
332,1500
333,1500
334,1500
335,1500
336,1500
337,1500
338,1500
339,1500
340,1500
341,1500
342,1500
343,1500
344,1500
345,1500
346,1500
347,1500
348,1500
349,1500
350,1500
351,1500
352,1500
353,1500
354,1500
355,1500
356,1500
357,1500
358,1500
359,1500
360,1500
361,1500
362,1500
363,1500
364,1500
365,1500
366,1500
367,1500
368,1500
369,1500
370,1500
371,1500
372,1500
373,1500
374,1500
375,1500
376,1500
377,1500
378,1500
379,1500
380,1500
381,1500
382,1500
383,1500
384,1500
385,1500
386,1500
387,1500
388,1500
389,1500
390,1500
391,1500
392,1500
393,1500
394,1500
395,1500
396,1500
397,1500
398,1500
399,1500
400,1500
401,1500
402,1500
403,1500
404,1500
405,1500
406,1500
407,1500
408,1500
409,1500
410,1500
411,1500
412,1500
413,1500
414,1500
415,1500
416,1500
417,1500
418,1500
419,1500
420,1500
421,1500
422,1500
423,1500
424,1500
425,1500
426,1500
427,1500
428,1500
429,1500
430,1500
431,1500
432,1500
433,1500
434,1500
435,1500
436,1500
437,1500
438,1500
439,1500
440,1500
441,1500
442,1500
443,1500
444,1500
445,1500
446,1500
447,1500
448,1500
449,1500
450,1500
451,1500
452,1500
453,1500
454,1500
455,1500
456,1500
457,1500
458,1500
459,1500
460,1500
461,1500
462,1500
463,1500
464,1500
465,1500
466,1500
467,1500
468,1500
469,1500
470,1500
471,1500
472,1500
473,1500
474,1500
475,1500
476,1500
477,1500
478,1500
479,1500
480,1500
481,1500
482,1500
483,1500
484,1500
485,1500
486,1500
487,1500
488,1500
489,1500
490,1500
491,1500
492,1500
493,1500
494,1500
495,1500
496,1500
497,1500
498,1500
499,1500
500,1500
501,678.23
502,834.28
503,850.6
504,832.71
505,755.12
506,719.02
507,915.41
508,977.59
509,939.16
510,575.45
511,744.24
512,1490.46
513,891.95
514,736.32
515,782.3
516,938.44
517,1156.66
518,1059.67
519,844.14
520,1436.74
521,790.58
522,689.15
523,703.68
524,939.8
525,894.88
526,739.05
527,569.56
528,1364.6
529,511.69
530,763.2
531,1191.6
532,1282.07
533,1054.3
534,1283.37
535,903.22
536,1419.95
537,1018.17
538,677.06
539,775.97
540,1111.48
541,898.19
542,1250.09
543,798.5
544,775.2
545,1295.82
546,687.59
547,1157.54
548,1328.4
549,745.13
550,750.3
551,656.04
552,865.21
553,779.15
554,1102.49
555,636.17
556,1103.37
557,703.73
558,1404.61
559,928.18
560,635.39
561,675.55
562,976.76
563,863.07
564,831.41
565,665.07
566,1465.52
567,1061.98
568,1295.03
569,553.31
570,945.74
571,1480.66
572,606.12
573,649.37
574,693
575,629.27
576,1014.43
577,653.22
578,975.31
579,868.76
580,744.58
581,1006.32
582,1084.97
583,1265.23
584,741.71
585,651.8
586,1074.2
587,1060.4
588,987.56
589,763.16
590,1104
591,680.06
592,759.61
593,991.15
594,626.34
595,907.83
596,1255.05
597,575.6
598,1221.02
599,1305.81
600,722.64
601,1016.62
602,892.89
603,871.86
604,1147.69
605,905.94
606,965.07
607,895.13
608,590.42
609,616.38
610,777.82
611,1315.6
612,569.08
613,1132.41
614,687.96
615,1429.03
616,795.53
617,1495.9
618,850.31
619,1038.56
620,1209.82
621,1319.04
622,793.56
623,854.51
624,972.19
625,868.15
626,1197.37
627,857.95
628,793.13
629,774.5
630,936.58
631,1337.19
632,690.2
633,649.92
634,697.28
635,1200.97
636,988.79
637,1082.88
638,930.52
639,733.71
640,800.02
641,942.15
642,1202.14
643,736.78
644,1027.75
645,1239.81
646,904.4
647,997.9
648,674.41
649,844.91
650,796.41
651,783.62
652,998.95
653,1297.81
654,1068.49
655,1047.04
656,1476.69
657,1047.04
658,988.4
659,1239.61
660,1423.34
661,747.85
662,787.96
663,596.96
664,667
665,602.35
666,1009.8
667,1148.56
668,749.33
669,918.47
670,891.48
671,965.69
672,843.56
673,916.13
674,575.54
675,917.94
676,977.94
677,1105.53
678,590.31
679,908.4
680,1060.4
681,1020.13
682,830.46
683,997.24
684,1020.73
685,967.9
686,717.17
687,701.51
688,614.48
689,1122.8
690,936.78
691,808.85
692,801.22
693,892.47
694,1292.14
695,891.82
696,723.61
697,883.92
698,1094.44
699,996.48
700,608.96
701,792.96
702,1035.48
703,1244.43
704,814.1
705,1357.27
706,869
707,972.36
708,526.56
709,920.28
710,849.23
711,1348.21
712,620.58
713,1114.13
714,679.26
715,897.77
716,1087.14
717,661.49
718,1046.12
719,729.37
720,760.26
721,1050.69
722,1203.62
723,627.68
724,687.98
725,1071.37
726,1499.28
727,1418.64
728,934.48
729,920.69
730,803.86
731,1272.63
732,967.61
733,723.01
734,614.28
735,792.81
736,978.69
737,1290.2
738,1440.17
739,1084.03
740,923.68
741,774.02
742,718.49
743,1092.84
744,902.05
745,762.05
746,1159.89
747,945.31
748,724.59
749,1285.46
750,1199.9
751,901.85
752,929.98
753,820.58
754,1021.12
755,776.47
756,1225.52
757,1103.61
758,808.43
759,802.81
760,1263.31
761,1064.66
762,869.59
763,1435.9
764,625.57
765,627.51
766,1440.02
767,752.74
768,929.97
769,1472.48
770,588.51
771,837.59
772,964.87
773,983.35
774,1154.47
775,1299.98
776,1491.91
777,1330.13
778,1203.49
779,993.04
780,782.79
781,1084.73
782,945.89
783,1436.59
784,784.61
785,689.56
786,1479.25
787,948.4
788,672.28
789,1261.15
790,752.42
791,1082.36
792,755.06
793,1462.6
794,1383.32
795,1486.1
796,1002.94
797,580.16
798,743
799,646.93
800,668.64
801,689.18
802,965.02
803,745.45
804,1321.05
805,995.42
806,781.24
807,1299.18
808,919
809,1080.41
810,1250.1
811,821.88
812,878.51
813,948.23
814,1067.16
815,940.38
816,797.08
817,1093.79
818,780.86
819,1271.77
820,583.48
821,1192.67
822,679.64
823,622.82
824,1390.47
825,1044.64
826,822.33
827,1155.92
828,774.76
829,1408.65
830,1266.78
831,815.53
832,712.77
833,1131.31
834,898.38
835,778.68
836,997.49
837,1456.14
838,1030.68
839,957.86
840,893.65
841,905.14
842,1091.86
843,657.16
844,843.6
845,859.24
846,837.33
847,1265.02
848,1332
849,1049.17
850,776.17
851,1374.74
852,1223.26
853,731.63
854,659.35
855,790.1
856,1187.07
857,732.98
858,938.24
859,1377.93
860,706.71
861,1013.96
862,855.44
863,1400.99
864,729.14
865,1339.23
866,1183.89
867,1165.59
868,925.63
869,880.86
870,636.23
871,598.76
872,1138.45
873,733.53
874,979.44
875,838.31
876,987.05
877,1062.08
878,986.53
879,1144.39
880,812.74
881,591.03
882,700.92
883,1227.67
884,1169.52
885,817.48
886,1290.34
887,1338.9
888,613.77
889,884.06
890,717.65
891,988.16
892,1394.27
893,1078.05
894,865.13
895,944.56
896,972.45
897,898.04
898,794.06
899,1422.71
900,1114.07
901,775.59
902,754.29
903,1375.16
904,667.54
905,898.72
906,1036.51
907,536.96
908,1260.77
909,1203.74
910,1143.89
911,1139.74
912,796.04
913,656.88
914,895.04
915,807.29
916,651.82
917,1159.89
918,1193.12
919,862.54
920,993.79
921,1263.39
922,846.98
923,1320.4
924,951.01
925,810.17
926,599.72
927,1477.12
928,861.61
929,790.67
930,888.8
931,1217.64
932,896.16
933,804.81
934,1361.94
935,1005.64
936,786.82
937,769.63
938,956.64
939,641.36
940,785.61
941,938.69
942,1097.59
943,770.09
944,582.9
945,805.31
946,765.61
947,775.59
948,1257.31
949,1014.74
950,755.34
951,702.93
952,1239.82
953,1271.33
954,908.58
955,833.93
956,995.09
957,697.49
958,867.71
959,725.66
960,908.53
961,1177.53
962,682.44
963,1168.88
964,1082.34
965,630.54
966,801.43
967,1037.72
968,1298.17
969,660.5
970,880.02
971,1201.17
972,1024.29
973,842.81
974,1041.69
975,564.65
976,989.16
977,807.89
978,1011.66
979,561.84
980,967.79
981,863.24
982,867.61
983,828.22
984,512.02
985,1365.09
986,854.41
987,1015.41
988,603.39
989,695.22
990,1326.63
991,1369.94
992,755.54
993,689.75
994,966.58
995,856.43
996,865.33
997,607.96
998,946.75
999,823.87
1000,1493.33
1001,1500
1002,1500
1003,1500
1004,1500
1005,1500
1006,1500
1007,1500
1008,1500
1009,1500
1010,1500
1011,1500
1012,1500
1013,1500
1014,1500
1015,1500
1016,1500
1017,1500
1018,1500
1019,1500
1020,1500
1021,1500
1022,1500
1023,1500
1024,1500
1025,1500
1026,1500
1027,1500
1028,1500
1029,1500
1030,1500
1031,1500
1032,1500
1033,1500
1034,1500
1035,1500
1036,1500
1037,1500
1038,1500
1039,1500
1040,1500
1041,1500
1042,1500
1043,1500
1044,1500
1045,1500
1046,1500
1047,1500
1048,1500
1049,1500
1050,1500
1051,1500
1052,1500
1053,1500
1054,1500
1055,1500
1056,1500
1057,1500
1058,1500
1059,1500
1060,1500
1061,1500
1062,1500
1063,1500
1064,1500
1065,1500
1066,1500
1067,1500
1068,1500
1069,1500
1070,1500
1071,1500
1072,1500
1073,1500
1074,1500
1075,1500
1076,1500
1077,1500
1078,1500
1079,1500
1080,1500
1081,1500
1082,1500
1083,1500
1084,1500
1085,1500
1086,1500
1087,1500
1088,1500
1089,1500
1090,1500
1091,1500
1092,1500
1093,1500
1094,1500
1095,1500
1096,1500
1097,1500
1098,1500
1099,1500
1100,1500
1101,1500
1102,1500
1103,1500
1104,1500
1105,1500
1106,1500
1107,1500
1108,1500
1109,1500
1110,1500
1111,1500
1112,1500
1113,1500
1114,1500
1115,1500
1116,1500
1117,1500
1118,1500
1119,1500
1120,1500
1121,1500
1122,1500
1123,1500
1124,1500
1125,1500
1126,1500
1127,1500
1128,1500
1129,1500
1130,1500
1131,1500
1132,1500
1133,1500
1134,1500
1135,1500
1136,1500
1137,1500
1138,1500
1139,1500
1140,1500
1141,1500
1142,1500
1143,1500
1144,1500
1145,1500
1146,1500
1147,1500
1148,1500
1149,1500
1150,1500
1151,1500
1152,1500
1153,1500
1154,1500
1155,1500
1156,1500
1157,1500
1158,1500
1159,1500
1160,1500
1161,1500
1162,1500
1163,1500
1164,1500
1165,1500
1166,1500
1167,1500
1168,1500
1169,1500
1170,1500
1171,1500
1172,1500
1173,1500
1174,1500
1175,1500
1176,1500
1177,1500
1178,1500
1179,1500
1180,1500
1181,1500
1182,1500
1183,1500
1184,1500
1185,1500
1186,1500
1187,1500
1188,1500
1189,1500
1190,1500
1191,1500
1192,1500
1193,1500
1194,1500
1195,1500
1196,1500
1197,1500
1198,1500
1199,1500
1200,1500
1201,1500
1202,1500
1203,1500
1204,1500
1205,1500
1206,1500
1207,1500
1208,1500
1209,1500
1210,1500
1211,1500
1212,1500
1213,1500
1214,1500
1215,1500
1216,1500
1217,1500
1218,1500
1219,1500
1220,1500
1221,1500
1222,1500
1223,1500
1224,1500
1225,1500
1226,1500
1227,1500
1228,1500
1229,1500
1230,1500
1231,1500
1232,1500
1233,1500
1234,1500
1235,1500
1236,1500
1237,1500
1238,1500
1239,1500
1240,1500
1241,1500
1242,1500
1243,1500
1244,1500
1245,1500
1246,1500
1247,1500
1248,1500
1249,1500
1250,1500
1251,1500
1252,1500
1253,1500
1254,1500
1255,1500
1256,1500
1257,1500
1258,1500
1259,1500
1260,1500
1261,1500
1262,1500
1263,1500
1264,1500
1265,1500
1266,1500
1267,1500
1268,1500
1269,1500
1270,1500
1271,1500
1272,1500
1273,1500
1274,1500
1275,1500
1276,1500
1277,1500
1278,1500
1279,1500
1280,1500
1281,1500
1282,1500
1283,1500
1284,1500
1285,1500
1286,1500
1287,1500
1288,1500
1289,1500
1290,1500
1291,1500
1292,1500
1293,1500
1294,1500
1295,1500
1296,1500
1297,1500
1298,1500
1299,1500
1300,1500
1301,1500
1302,1500
1303,1500
1304,1500
1305,1500
1306,1500
1307,1500
1308,1500
1309,1500
1310,1500
1311,1500
1312,1500
1313,1500
1314,1500
1315,1500
1316,1500
1317,1500
1318,1500
1319,1500
1320,1500
1321,1500
1322,1500
1323,1500
1324,1500
1325,1500
1326,1500
1327,1500
1328,1500
1329,1500
1330,1500
1331,1500
1332,1500
1333,1500
1334,1500
1335,1500
1336,1500
1337,1500
1338,1500
1339,1500
1340,1500
1341,1500
1342,1500
1343,1500
1344,1500
1345,1500
1346,1500
1347,1500
1348,1500
1349,1500
1350,1500
1351,1500
1352,1500
1353,1500
1354,1500
1355,1500
1356,1500
1357,1500
1358,1500
1359,1500
1360,1500
1361,1500
1362,1500
1363,1500
1364,1500
1365,1500
1366,1500
1367,1500
1368,1500
1369,1500
1370,1500
1371,1500
1372,1500
1373,1500
1374,1500
1375,1500
1376,1500
1377,1500
1378,1500
1379,1500
1380,1500
1381,1500
1382,1500
1383,1500
1384,1500
1385,1500
1386,1500
1387,1500
1388,1500
1389,1500
1390,1500
1391,1500
1392,1500
1393,1500
1394,1500
1395,1500
1396,1500
1397,1500
1398,1500
1399,1500
1400,1500
1401,1500
1402,1500
1403,1500
1404,1500
1405,1500
1406,1500
1407,1500
1408,1500
1409,1500
1410,1500
1411,1500
1412,1500
1413,1500
1414,1500
1415,1500
1416,1500
1417,1500
1418,1500
1419,1500
1420,1500
1421,1500
1422,1500
1423,1500
1424,1500
1425,1500
1426,1500
1427,1500
1428,1500
1429,1500
1430,1500
1431,1500
1432,1500
1433,1500
1434,1500
1435,1500
1436,1500
1437,1500
1438,1500
1439,1500
1440,1500
1441,1500
1442,1500
1443,1500
1444,1500
1445,1500
1446,1500
1447,1500
1448,1500
1449,1500
1450,1500
1451,1500
1452,1500
1453,1500
1454,1500
1455,1500
1456,1500
1457,1500
1458,1500
1459,1500
1460,1500
1461,1500
1462,1500
1463,1500
1464,1500
1465,1500
1466,1500
1467,1500
1468,1500
1469,1500
1470,1500
1471,1500
1472,1500
1473,1500
1474,1500
1475,1500
1476,1500
1477,1500
1478,1500
1479,1500
1480,1500
1481,1500
1482,1500
1483,1500
1484,1500
1485,1500
1486,1500
1487,1500
1488,1500
1489,1500
1490,1500
1491,1500
1492,1500
1493,1500
1494,1500
1495,1500
1496,1500
1497,1500
1498,1500
1499,1500
1500,1500
1501,553.02
1502,734.84
1503,722.39
1504,883.33
1505,1304.52
1506,775.43
1507,716.99
1508,818.78
1509,1071.02
1510,743.89
1511,1404.39
1512,573.71
1513,1435.96
1514,771
1515,797.64
1516,866.67
1517,636.51
1518,637.21
1519,955.5
1520,797.87
1521,763.29
1522,519.14
1523,607.66
1524,1111.86
1525,991.31
1526,833.88
1527,839.9
1528,929.23
1529,885.7
1530,730.48
1531,789.31
1532,656.02
1533,851.79
1534,1122.69
1535,758.33
1536,829.61
1537,676.24
1538,715.94
1539,1311.05
1540,909.94
1541,908.19
1542,1260.97
1543,841.36
1544,1254.83
1545,1343.5
1546,673.47
1547,1463.4
1548,845.89
1549,654.78
1550,623.72
1551,1354.1
1552,1181.12
1553,996.85
1554,740.58
1555,638.67
1556,674.13
1557,779.29
1558,1012.31
1559,1470.3
1560,636.36
1561,871.64
1562,882.33
1563,1021.87
1564,1212.13
1565,654.61
1566,1386.79
1567,1146.2
1568,1212.67
1569,1166.95
1570,824.09
1571,628.34
1572,1015.63
1573,1452.73
1574,722.51
1575,853.63
1576,1396.22
1577,670.13
1578,1245.61
1579,1266.23
1580,998.57
1581,804.62
1582,837.25
1583,1003.05
1584,800.91
1585,1223.2
1586,775.21
1587,921.07
1588,752.99
1589,988.4
1590,884.3
1591,785.09
1592,1135.51
1593,1267.08
1594,974.59
1595,592.49
1596,840.33
1597,1176.92
1598,1464.42
1599,1371.08
1600,712.01
1601,682.33
1602,1036.7
1603,713.1
1604,891.01
1605,705.6
1606,722.99
1607,1189.73
1608,1219.21
1609,695.39
1610,745.97
1611,1237.42
1612,1461.75
1613,1134.32
1614,752.5
1615,733.93
1616,1078.99
1617,1394.39
1618,537.74
1619,1454.86
1620,1316.89
1621,1453.78
1622,804.2
1623,696.61
1624,1193.04
1625,655.19
1626,1415.09
1627,937.63
1628,1042.46
1629,975.88
1630,1187.06
1631,1110.36
1632,769.37
1633,924.36
1634,1050.11
1635,772.04
1636,787.85
1637,563.26
1638,1192.61
1639,960.51
1640,896.81
1641,683.48
1642,1292.84
1643,557.89
1644,1193.64
1645,769.64
1646,880.31
1647,815.67
1648,1213.61
1649,1254.31
1650,1392.1
1651,1136.51
1652,1309.91
1653,876.8
1654,913.09
1655,1382.03
1656,912.54
1657,699.73
1658,667.34
1659,966.03
1660,1028.68
1661,987
1662,927.52
1663,633.12
1664,868.2
1665,1112.83
1666,972.87
1667,1020.48
1668,1324.45
1669,728.49
1670,1065.39
1671,804.15
1672,1109.99
1673,924.66
1674,747.46
1675,1256.04
1676,657.66
1677,636.78
1678,1479.15
1679,871.05
1680,1064.63
1681,814.29
1682,746.92
1683,509
1684,768.62
1685,780.42
1686,818.5
1687,848.22
1688,865.66
1689,659.17
1690,1176.64
1691,971.62
1692,988.58
1693,622.9
1694,1438.02
1695,843.62
1696,860.28
1697,1032.98
1698,821.57
1699,665.35
1700,769.19
1701,1032.71
1702,842.73
1703,677.55
1704,1238.96
1705,764.51
1706,797.67
1707,619.36
1708,784.46
1709,956.6
1710,778.92
1711,752.73
1712,830.78
1713,666.39
1714,1070.59
1715,1065.19
1716,848.94
1717,783.19
1718,766.7
1719,780.21
1720,874.28
1721,1365.43
1722,1031.66
1723,1378.8
1724,1038.36
1725,919.87
1726,715.34
1727,1083.19
1728,1467.24
1729,881.99
1730,832.71
1731,1048.61
1732,811
1733,986.23
1734,1477.22
1735,842.76
1736,1198
1737,1413.21
1738,719.13
1739,1070.23
1740,863.72
1741,836.89
1742,870.35
1743,993.21
1744,1429.6
1745,609.95
1746,893.08
1747,1037.46
1748,603.68
1749,852.31
1750,743.95
1751,878.5
1752,737.7
1753,779.45
1754,817.95
1755,1332.64
1756,563.45
1757,1191.57
1758,747.1
1759,1237.94
1760,887.92
1761,983.92
1762,754.94
1763,962.86
1764,1020.19
1765,1162.39
1766,757.06
1767,1325.18
1768,922.52
1769,812.08
1770,740.94
1771,857
1772,629.99
1773,1032.56
1774,972.25
1775,1134.99
1776,645.31
1777,962.2
1778,890.51
1779,681.54
1780,1204.05
1781,717.81
1782,842.99
1783,930.37
1784,632.11
1785,973.62
1786,1300.66
1787,833.38
1788,834.59
1789,1155.94
1790,934.1
1791,1238.4
1792,825.18
1793,754.21
1794,1283.88
1795,1142.22
1796,660.67
1797,1129.32
1798,944.22
1799,1235.16
1800,1086.88
1801,1389.09
1802,759.32
1803,1390.09
1804,734.4
1805,1069.01
1806,690.66
1807,1355.01
1808,645.13
1809,864.94
1810,1415.28
1811,731.47
1812,961.06
1813,1428.71
1814,678.92
1815,568.71
1816,787.1
1817,797.58
1818,1053.67
1819,1208.53
1820,615.3
1821,581.02
1822,554.52
1823,903.31
1824,529.01
1825,1137.57
1826,926.27
1827,792.11
1828,1444.71
1829,1133.3
1830,837.84
1831,1484.4
1832,809.96
1833,688.06
1834,1069.89
1835,1205.64
1836,804.7
1837,1246.16
1838,1235.5
1839,941.75
1840,1176.95
1841,765.98
1842,758.58
1843,1186.24
1844,807.32
1845,974.95
1846,638.8
1847,738.33
1848,1430.97
1849,789.77
1850,921.51
1851,874.73
1852,1224.91
1853,1141.62
1854,1076.03
1855,765.2
1856,1150.11
1857,970.46
1858,758.48
1859,1420.58
1860,1280.31
1861,1164.57
1862,1447.62
1863,664.81
1864,758.14
1865,1386.06
1866,788.15
1867,1019.31
1868,711.74
1869,1162.02
1870,1254.11
1871,615.87
1872,934.49
1873,1250.46
1874,1026.65
1875,1328.55
1876,866.59
1877,1400.85
1878,1087.19
1879,729.17
1880,787.79
1881,518.08
1882,1058.5
1883,1388.86
1884,1010.42
1885,832.03
1886,737.83
1887,1036.79
1888,818.67
1889,1196.83
1890,781.02
1891,1029.79
1892,847.53
1893,1211.03
1894,786.45
1895,1055.7
1896,769.4
1897,1056.85
1898,539.87
1899,832.51
1900,793.79
1901,1239.25
1902,750.43
1903,812.04
1904,883.41
1905,678.24
1906,1059.41
1907,874.96
1908,1406.53
1909,1330.28
1910,1198.81
1911,903.66
1912,1123.41
1913,839.77
1914,1013.68
1915,679.44
1916,904.18
1917,798.25
1918,725.39
1919,986.84
1920,1244.92
1921,1091.94
1922,975.44
1923,761.15
1924,830.84
1925,1058.92
1926,1247.84
1927,742.7
1928,889.07
1929,841.83
1930,1064.08
1931,1070.9
1932,873.48
1933,641.26
1934,885.44
1935,635.22
1936,724.94
1937,782.37
1938,775.1
1939,1037.93
1940,673.71
1941,897.65
1942,991.35
1943,739.63
1944,824.76
1945,658.6
1946,931.05
1947,941.21
1948,1427.41
1949,1249.66
1950,1052.92
1951,1101.22
1952,752.59
1953,671.98
1954,826.78
1955,847.45
1956,766.9
1957,681.43
1958,682.69
1959,691.84
1960,1255.54
1961,818.47
1962,1186.23
1963,1129.23
1964,908.09
1965,760.68
1966,1300.94
1967,658.57
1968,693.68
1969,749.8
1970,946.99
1971,665.54
1972,717.91
1973,643.47
1974,1152.7
1975,833.75
1976,1183.19
1977,886.32
1978,731.42
1979,798.75
1980,1205.72
1981,1016.37
1982,842.08
1983,1231.75
1984,984.13
1985,923.7
1986,742.31
1987,1217.25
1988,1264.51
1989,1208.58
1990,569.55
1991,564.7
1992,1250.09
1993,782.28
1994,1150.48
1995,530.09
1996,735.95
1997,1114.05
1998,771.02
1999,897.01
2000,738.34
2001,1500
2002,1500
2003,1500
2004,1500
2005,1500
2006,1500
2007,1500
2008,1500
2009,1500
2010,1500
2011,1500
2012,1500
2013,1500
2014,1500
2015,1500
2016,1500
2017,1500
2018,1500
2019,1500
2020,1500
2021,1500
2022,1500
2023,1500
2024,1500
2025,1500
2026,1500
2027,1500
2028,1500
2029,1500
2030,1500
2031,1500
2032,1500
2033,1500
2034,1500
2035,1500
2036,1500
2037,1500
2038,1500
2039,1500
2040,1500
2041,1500
2042,1500
2043,1500
2044,1500
2045,1500
2046,1500
2047,1500
2048,1500
2049,1500
2050,1500
2051,1500
2052,1500
2053,1500
2054,1500
2055,1500
2056,1500
2057,1500
2058,1500
2059,1500
2060,1500
2061,1500
2062,1500
2063,1500
2064,1500
2065,1500
2066,1500
2067,1500
2068,1500
2069,1500
2070,1500
2071,1500
2072,1500
2073,1500
2074,1500
2075,1500
2076,1500
2077,1500
2078,1500
2079,1500
2080,1500
2081,1500
2082,1500
2083,1500
2084,1500
2085,1500
2086,1500
2087,1500
2088,1500
2089,1500
2090,1500
2091,1500
2092,1500
2093,1500
2094,1500
2095,1500
2096,1500
2097,1500
2098,1500
2099,1500
2100,1500
2101,1500
2102,1500
2103,1500
2104,1500
2105,1500
2106,1500
2107,1500
2108,1500
2109,1500
2110,1500
2111,1500
2112,1500
2113,1500
2114,1500
2115,1500
2116,1500
2117,1500
2118,1500
2119,1500
2120,1500
2121,1500
2122,1500
2123,1500
2124,1500
2125,1500
2126,1500
2127,1500
2128,1500
2129,1500
2130,1500
2131,1500
2132,1500
2133,1500
2134,1500
2135,1500
2136,1500
2137,1500
2138,1500
2139,1500
2140,1500
2141,1500
2142,1500
2143,1500
2144,1500
2145,1500
2146,1500
2147,1500
2148,1500
2149,1500
2150,1500
2151,1500
2152,1500
2153,1500
2154,1500
2155,1500
2156,1500
2157,1500
2158,1500
2159,1500
2160,1500
2161,1500
2162,1500
2163,1500
2164,1500
2165,1500
2166,1500
2167,1500
2168,1500
2169,1500
2170,1500
2171,1500
2172,1500
2173,1500
2174,1500
2175,1500
2176,1500
2177,1500
2178,1500
2179,1500
2180,1500
2181,1500
2182,1500
2183,1500
2184,1500
2185,1500
2186,1500
2187,1500
2188,1500
2189,1500
2190,1500
2191,1500
2192,1500
2193,1500
2194,1500
2195,1500
2196,1500
2197,1500
2198,1500
2199,1500
2200,1500
2201,1500
2202,1500
2203,1500
2204,1500
2205,1500
2206,1500
2207,1500
2208,1500
2209,1500
2210,1500
2211,1500
2212,1500
2213,1500
2214,1500
2215,1500
2216,1500
2217,1500
2218,1500
2219,1500
2220,1500
2221,1500
2222,1500
2223,1500
2224,1500
2225,1500
2226,1500
2227,1500
2228,1500
2229,1500
2230,1500
2231,1500
2232,1500
2233,1500
2234,1500
2235,1500
2236,1500
2237,1500
2238,1500
2239,1500
2240,1500
2241,1500
2242,1500
2243,1500
2244,1500
2245,1500
2246,1500
2247,1500
2248,1500
2249,1500
2250,1500
2251,1500
2252,1500
2253,1500
2254,1500
2255,1500
2256,1500
2257,1500
2258,1500
2259,1500
2260,1500
2261,1500
2262,1500
2263,1500
2264,1500
2265,1500
2266,1500
2267,1500
2268,1500
2269,1500
2270,1500
2271,1500
2272,1500
